alvo,tag_alvo,pct_tag_alvo,tag_dependente_prevalente,pct_tag_dependente,amostra_termos,pct_amostra,sentenca_media_hdbscan
igreja,NOUN,96.7%,VERB | acl,1.7%,"['lotada', 'representada', 'adornada', 'estruturada', 'orando', 'apaixonadas', 'lotadas', 'chamada', 'localizada', 'abençoada']",37.7%,"5000 pessoas, a igreja assim lotada, abarrotada de pessoas, e eu não tenho dúvidas que essa palavra foi de encontro no coração de alguém para poder se sacrificar, para você poder não menosprezar eh os pequenos começos."
igreja,NOUN,96.7%,NOUN | obl,1.7%,"['igreja', 'meio', 'história', 'frente', 'batalha', 'terra', 'noiva', 'esfera', 'louvor', 'centenas']",35.3%,"Você que está desesperançoso com tudo quem está vivendo, você que está desesperançoso com o estado da igreja brasileira, com o estado da nação brasileira, talvez algumas uma situação, uma circunstância particular tua hoje, eu quero que você entre a presença do senhor no teu lugar secreto, aí na tua casa, e que você aqui, nesse momento de oração, canaliza aí no Espírito Santo."
igreja,NOUN,96.7%,NOUN | conj,1.6%,"['senhor', 'igreja', 'família', 'nação', 'parede', 'poder', 'áreas', 'igrejas', 'ajoelho', 'escola']",34.0%,"Não é de agora que elas já fazem esse tipo de Protestos né de ações aí dentro de igreja e como final das contas, é a finalidade que fato é destruir tudo aquilo que a igreja construiu durante os anos, principalmente com relação ao papel da mulher e ao papel do homem, inclusive lutando aí pelo o aborto."
igreja,NOUN,96.7%,VERB | xcomp,1.6%,"['ir', 'ministrar', 'lembrar', 'definir', 'interagir', 'envolver', 'ter', 'ver', 'prosperar', 'fiz']",36.7%,"Basicamente, essa mulher aqui, que dizia que ela era cristã antigamente, agora ela é do Candomblé, ela disse que a estratégia para poder ganhar aqui a igreja, né, através das crianças na escola dominical."
igreja,NOUN,96.7%,PROPN | nmod,1.5%,"['brasil', 'cristo', 'jesus', 'igreja', 'espírito', 'nicolas', 'deus', 'senhor', 'nossa', 'pequi']",65.2%,"Ouve-se aqui uma fala do Pastor aqui e a sua igreja, invisível com relação aos cristãos, e à direita, dizendo que o bolsonaro, ele tem usou afeto do ódio para se eleger, isou o ódio tá e que há uma mobilização intencional para que o inimigo seja eliminado."
igreja,NOUN,96.7%,AUX | cop,1.5%,"['é', 'ser', 'somos', 'são', 'fui', 'era', 'tô', 'seja', 'vou', 'sou']",84.4%,"E por causa dessa, essa menina, essa mulher, eu eu vim para o Brasil na primeira vez em 2001 e eu conheci a um pastor- dela é obra que estava começando naquela época- que é a igreja Videira, Pastor Luís da Silva, que muitas pessoas conhecem, e nós falamos uma expressão em inglês- até hoje não sei como traduzir, mas eu, pastor Luís, nós we got on like a house on fire."
igreja,NOUN,96.7%,NOUN | nsubj,1.3%,"['igreja', 'gente', 'cara', 'pessoas', 'voz', 'cristãos', 'lembro', 'senhor', 'ministério', 'irmão']",56.4%,"A igreja que passa pelo jejum, a igreja que passa pela oração, a igreja que se posiciona na fé, a igreja que entende o seu Chamado, entende o privilégio de onde foi posta."
igreja,NOUN,96.7%,NOUN | ROOT,1.2%,"['igreja', 'hospital', 'dias', 'família', 'prancha', 'escola', 'cabeça', 'propósito', 'ministro', 'denominação']",43.2%,"A última, a primeira lembrança na igreja aqui foi Espírito Santo vindo, você de mãos abertas sobre você e você naquele momento não entrega."
igreja,NOUN,96.7%,NOUN | appos,1.2%,"['igreja', 'senhor', 'pai', 'pastor', 'cara', 'corinho', 'esfera', 'parabelece', 'noiva', 'tênis']",83.8%,"Né pelo, a Igreja Católica pela teologia da libertação, a igreja evangélica pela Teologia da prosperidade atual, hoje, teologia coaching ou o liberalismo teológico, né a lá, pastores da chopp, como você bem defendeu em sua as suas últimas falas ali."
igreja,NOUN,96.7%,CCONJ | cc,1.0%,"['e', 'mas', 'né', 'nem', 'ou']",100.0%,"Que o Espírito de Deus seja derramado sobre o Brasil, que o Espírito de avivamento seja derramado sobre as famílias e sobre a igreja, em nome do Senhor, porque aquilo que tá atingindo o mundo não atingirá nem sua vida, nem a minha vida, nem a minha casa e nem a nossa família."
igreja,NOUN,96.7%,PRON | nsubj,1.0%,"['que', 'nós', 'eu', 'você', 'isso', 'o', 'quem', 'isto', 'tudo']",100.0%,"Oramos, ó Deus, pela tua noiva que somos nós, a igreja, para que o senhor, Ó Deus, nos dê perseverança, nos dê paciência e que tenhamos um progresso no senhor, pai, que a tua igreja, no nome de Jesus, a gente possa avançar, avançar Avante pelo Rei, Avante pelo reino."
igreja,NOUN,96.7%,PROPN | flat:name,0.7%,"['deus', 'católica', 'graça', 'evangélica', 'viva', 'paz', 'primitiva', 'imaculada', 'silva', 'são']",76.2%,"A fiz uma campanha limpa, uma campanha digna, sem utilizar dinheiro público, com amigos, família, com apoio do maior movimento conservador de Minas Gerais, direita Minas, o nosso Presidente, Jair Messias bolsonaro da Igreja Graça e paz."
igreja,NOUN,96.7%,NOUN | ccomp,0.7%,"['igreja', 'garantia', 'importância', 'ministério', 'posicionamento', 'placa', 'posição', 'coroa', 'alegria', 'dinheiro']",60.0%,"Você se o instrumento de benção na vida das pessoas e ele só pode dizer que a igreja é a garantia da sua coroa porque ele trabalhou com ela, ele trabalha por ela e ele trabalha em comunhão com ela."
igreja,NOUN,96.7%,NOUN | acl:relcl,0.5%,"['governo', 'esperança', 'unimos', 'domingo', 'papel', 'contexto', 'futuro', 'chave', 'tempo', 'ano']",75.0%,"Que o Senhor venha fortalecer agora, senhor, para dizer que o trabalho dos pastores não são em vão, para dizer, Senhor Deus, que o relacionamento que eles estão criando ali, aquela semente que tá sendo plantada, que a igreja local é a esperança do nosso país, que a igreja local é a esperança do mundo."
igreja,NOUN,96.7%,PROPN | appos,0.5%,"['pai', 'jesus', 'nicolas', 'comunidade', 'square', 'amém', 'cristã', 'jair', 'videira', 'pastor']",86.7%,"E por causa dessa, essa menina, essa mulher, eu eu vim para o Brasil na primeira vez em 2001 e eu conheci a um pastor- dela é obra que estava começando naquela época- que é a igreja Videira, Pastor Luís da Silva, que muitas pessoas conhecem, e nós falamos uma expressão em inglês- até hoje não sei como traduzir, mas eu, pastor Luís, nós we got on like a house on fire."
igreja,NOUN,96.7%,SCONJ | mark,0.4%,"['que', 'se', 'porque', 'para', 'de']",100.0%,"E é meu preocupação, sendo sincera, é essa de que o erro sempre tá com a igreja, com os cristãos que estão, digamos assim, julgando o Justin Bieber, mas nunca está com cara que cometeu o erro, como por exemplo ele que abriu uma empresa de maconha sendo que ele tá ministrando uma referência aí é para a juventude."
igreja,NOUN,96.7%,PROPN | ROOT,0.4%,"['breno', 'aviva', 'jesus', 'amém', 'parabéns', 'copacabana', 'dutra', 'cn', 'amor', 'igreja']",100.0%,Amém pela igreja passageira e aquele senhor que está perto de voltar.
igreja,NOUN,96.7%,VERB | parataxis,0.3%,"['olha', 'ia', 'chama', 'parar', 'oramos', 'cresce', 'educa']",100.0%,"Ele orava, ia para igreja, e os seus pareciam fechados de bronze, nada acontecia, voltava para sua casa, né?"
igreja,NOUN,96.7%,VERB | csubj,0.3%,"['digo', 'fazer', 'tenha', 'governa', 'alertar', 'segurar', 'tinha', 'atacar', 'tive']",100.0%,"Porque eu preciso alertar a igreja de que, quando você não se envolve com isso — não tô pedindo para você ser político, sempre tô pedindo para você ter uma noção do que tá acontecendo — quando você ignora essa parte, fala: ""não, nós temos que somente fazer isso, aquilo""."
igreja,NOUN,96.7%,ADJ | acl:relcl,0.3%,"['reunida', 'grande', 'transformadora', 'liga', 'conhecida', 'relevantes', 'triunfante', 'clésia']",100.0%,"Pai, que é onde a gente me matou a podridão, a corrupção, a miséria ou a roubalheira, que onde chega Ram na presença, ou se o que o senhor levante a igreja brasileira como uma igreja viva, como uma igreja que é salvo fora do Salgueiro, Como uma igreja que é clésia, que foi chamada para fora, como uma igreja que faz a diferença, Senhor na sua cidade, no seu bairro, o senhor na sua nação."
igreja,NOUN,96.7%,PRON | nmod,0.2%,"['dele', 'dela', 'nós', 'onde']",100.0%,"Então, assim é algo impressionante- 18 horas e amanhã, para quem é de BH e região que possa comparecer presencialmente, nós estaremos na Rua Capim Branco 83, Vista Alegre, BH, onde eu nasci, onde eu cresci, onde é a minha igreja, Comunidade Evangélica graça e paz."
igreja,NOUN,96.7%,PROPN | conj,0.2%,"['church', 'texas', 'templo', 'pai', 'você', 'grande-', 'brasil']",100.0%,"Ó Deus, o homem sabe Deus desconhecidos, ó pai, mas que a tua mão está ali todo domingo, fortalecendo, fazendo com que aquela igreja Deus, pequena, gigantesca ou grande- eu estava dando aquela igreja que tem 12 ali pessoas, mas o teu espírito santo tá ali."
igreja,NOUN,96.7%,VERB | cop,0.2%,"['tá', 'é', 'eh', 'seja']",100.0%,"E é meu preocupação, sendo sincera, é essa de que o erro sempre tá com a igreja, com os cristãos que estão, digamos assim, julgando o Justin Bieber, mas nunca está com cara que cometeu o erro, como por exemplo ele que abriu uma empresa de maconha sendo que ele tá ministrando uma referência aí é para a juventude."
igreja,NOUN,96.7%,NOUN | amod,0.2%,"['saia', 'irmão', 'nível', 'mundo', 'oração', 'seguinte']",100.0%,"E aqui tem uma da igreja que muitas vezes terceirização, porque nós entregamos para os ministérios de oração da igreja oração e de vez em quando a gente faz orações espontâneas, mas a Bíblia nunca nos falou sobre isso."
igreja,NOUN,96.7%,NOUN | dep,0.2%,"['quantidade', 'filhos', 'calor', 'chegada', 'convencimento', 'mundo']",100.0%,"Se a igreja evangélica, principalmente, eh, deixar com que o mundo entre na igreja, já era."
igreja,NOUN,96.7%,ADJ | ROOT,0.2%,"['hospital', 'relevante', 'animal', 'introduzida', 'contida']",100.0%,"A igreja é hospital, aí o cara se interna para entrar em coma, aí fica entubado na igreja, nunca cresce, nunca avança, nunca santifica, por isso nunca ora."
igreja,NOUN,96.7%,ADV | ROOT,0.2%,"['dentro', 'ali', 'aqui']",100.0%,"Eu sou dentro da igreja, o meu negócio é intercessão."
igreja,NOUN,96.7%,NOUN | parataxis,0.2%,"['timento', 'hospital', 'resgate', 'liderança', 'armas']",100.0%,"Nicolas, o que a gente mais precisa hoje é um timento dos líderes, sejam homens, pais de família, sejam pastores, líderes de Ministérios, paraa gente ter uma convergência pela nação brasileira e a gente precisa ter uma maturidade eh entre igrejas pentecostais tradicionais, porque a gente é corpo de Cristo antes de mais nada."
igreja,NOUN,96.7%,AUX | ROOT,0.2%,"['fui', 'foi', 'vai', 'vou', 'está']",100.0%,"Eu já fui na igreja, ah, orei hoje, não."
igreja,NOUN,96.7%,NOUN | xcomp,0.2%,"['aluguel', 'senhor', 'reação', 'coisas', 'defensor']",100.0%,"Eu... eu creio, eu creio, profetizo, declaro em nome de Jesus que os próximos anos vão ser marcados, Jesus, não por uma reação da igreja, mas por um posicionamento da Igreja."
igreja,NOUN,96.7%,ADV | conj,0.1%,"['fora', 'dentro']",100.0%,"Não interessa se você tá na igreja, atuando dentro da igreja ou fora da igreja, é tão Santo quanto né."
igreja,NOUN,96.7%,CCONJ | punct,0.1%,['né'],100.0%,"Aqui é uma igreja gigante lotada e glória a Deus, né pela internet."
igreja,NOUN,96.7%,ADJ | conj,0.1%,"['presente', 'confortável', 'imparável', 'assustada']",100.0%,"Essa proposta que estão te fazendo para você assumir essa igreja, então uma igreja muito estruturada e tá muito confortável, com salário, com todas as regalias, já entrando com 27 anos de idade para me tornar um pastor, sendo de uma igreja muito estruturada."
igreja,NOUN,96.7%,ADV | case,0.1%,"['como', 'até', 'diante']",100.0%,"de fato vai sobrar até para igreja né, porque muitas coisas dentro da nossa própria igreja tem sido, temos, temos envergonhado né o nome do senhor né, com tantos escândalos e vergonhas que a gente tem feito."
igreja,NOUN,96.7%,NOUN | advcl,0.1%,"['olho', 'moralistas', 'pastor']",100.0%,"Então, quando eu olho hoje para igreja evangélica, para igrejas mais tradicionais, como uma própria Deus e amor, até algumas outras que a gente viu aí, a gente vê essas extremidades, cara."
igreja,NOUN,96.7%,ADJ | ccomp,0.1%,"['fundamental', 'lotado', 'perigoso', 'introduzida']",100.0%,"Então assim, ó: a gente precisa sim cada vez mais se unir no que é fundamental mesmo, discordando do que não é fundamental, como igreja, entre os irmãos, porque, cara, um tempo difícil começou."
igreja,NOUN,96.7%,ADV | ccomp,0.1%,"['aqui', 'dentro']",100.0%,"Tem gente que acha que somente talvez dentro da própria igreja, ou fazendo ali, digamos, as tarefas, né, eclesiásticas, que você está adorando ao Senhor."
igreja,NOUN,96.7%,NUM | nmod,0.1%,"['000', '2013', 'uma']",100.0%,"Lembro de uma igreja com 4 000 e mais de 4000 pessoas é muita gente, então aqui de fato são muitos corações e óbvio, né"
igreja,NOUN,96.7%,PRON | ROOT,0.1%,"['isso', 'nós', 'essa']",100.0%,"E é meu preocupação, sendo sincera, é essa de que o erro sempre tá com a igreja, com os cristãos que estão, digamos assim, julgando o Justin Bieber, mas nunca está com cara que cometeu o erro, como por exemplo ele que abriu uma empresa de maconha sendo que ele tá ministrando uma referência aí é para a juventude."
igreja,NOUN,96.7%,INTJ | ROOT,0.1%,"['né', 'olha']",100.0%,"Né pelo, a Igreja Católica pela teologia da libertação, a igreja evangélica pela Teologia da prosperidade atual, hoje, teologia coaching ou o liberalismo teológico, né a lá, pastores da chopp, como você bem defendeu em sua as suas últimas falas ali."
igreja,NOUN,96.7%,PROPN | nsubj,0.1%,"['né', 'deus', 'europa']",100.0%,"Né que eu sou coreano, é a maior igreja né do mundo é lá, e a quarta dimensões fala Exatamente isso da história de um né dele, onde ele pede três coisas específicas para Deus, que é uma escrivaninha, uma bicicleta e uma outra coisa que eu esqueci."
igreja,NOUN,96.7%,PRON | appos,0.1%,"['ela', 'o']",100.0%,"Então eu faço parte desse um pouco chamado igreja e, sabendo que a igreja, ela, é um corpo, eu chamei Que várias pessoas que contribuíram, né com funções diferentes, com palavras diferentes, né com uns são né diferente para e todos, né do mesmo espírito, para poder contribuir aqui com você, para poder abençoar sua vida, para poder abençoar essa nação."
igreja,NOUN,96.7%,DET | amod,0.1%,"['própria', 'todo']",100.0%,"Então, assim como vocês disse, você não precisa entrar em debates em fundados, Mas quando for se colocar em debates, você precisa compreender que ali tá um momento de você ganhar uma pessoa porque, afinal de contas, né você tem diversos Ídolos históricos sendo propagados para as pessoas, né pessoas que mataram, pessoas que foram homicidas, pessoas que foram ditadores, foram perseguiram, Inclusive a própria igreja, e por um outro lado, nós temos uma história da igreja de pessoas que de fato fizeram coisas assim e eh, eh, extraordinárias pra humanidade, que não são reconhecidas."
igreja,NOUN,96.7%,VERB | dep,0.1%,['há'],100.0%,Nós cremos ó Deus que há um sentimento de unidade na tua igreja
igreja,NOUN,96.7%,CCONJ | flat:name,0.1%,['e'],100.0%,"Muito obrigado por esse dia, pela vida do Nícolas, do pastor Edésio, da Igreja Graça e Paz das igrejas que estão aqui representadas nessa Live, dos amigos de várias religiões."
igreja,NOUN,96.7%,PRON | conj,0.1%,"['você', 'isso']",100.0%,"Que são mais de 40 anos jejuando pela nação, com a igreja local e com outras igrejas que já jejuam, e agora com você nesse movimento profético."
igreja,NOUN,96.7%,ADV | cc,0.1%,"['além', 'tanto']",100.0%,"A gente percebe que além obviamente da igreja né e os cristãos que fazem um trabalho de rua social e gigantesco, a esquerda se apropria da palavra social para poder de fato colocar as suas ongu né para poder fazer ali toda sua agenda de esquerda."
igreja,NOUN,96.7%,ADV | acl:relcl,0.1%,"['dentro', 'mais']",100.0%,Tá muito espaço que estão dentro da igreja.
igreja,NOUN,96.7%,PRON | obj,0.1%,"['nada', 'ele']",100.0%,"Então a gente não pode ficar deixando chamar os meninos aos 16, 17, 18 anos de idade, falar não, quando eles forem de maior, quando eles forem de maior, não vão querer saber mais nada da igreja."
igreja,NOUN,96.7%,PRON | acl:relcl,0.1%,"['eu', 'essa']",100.0%,"""eu era o Breno da igreja, a igreja do bairro que foi eu que abri""."
igreja,NOUN,96.7%,PRON | obl,0.1%,"['nós', 'ele']",100.0%,"Então nossa casa tem uma gratidão mesmo com aquilo que Deus está fazendo na sua vida, e isso é importante para o nosso país, é importante para nós como Igreja Evangélica."
igreja,NOUN,96.7%,ADJ | flat:name,0.1%,['católica'],100.0%,"Né pelo, a Igreja Católica pela teologia da libertação, a igreja evangélica pela Teologia da prosperidade atual, hoje, teologia coaching ou o liberalismo teológico, né a lá, pastores da chopp, como você bem defendeu em sua as suas últimas falas ali."
igreja,NOUN,96.7%,ADJ | acl,0.1%,"['estruturada', 'lear']",100.0%,"Eu tava para assumir uma igreja americana bem estruturada, eu tava já meio que encaminhado para também tocar no resto da minha vida por lá, e o Espírito Santo me confrontou no momento de oração."
igreja,NOUN,96.7%,VERB | nsubj,0.1%,"['toma', 'gritando']",100.0%,"Toma cuidado, né, com o pastor que utiliza, né, da igreja, de púlpito, é para, para políticos."
igreja,NOUN,96.7%,NOUN | nsubj:pass,0.1%,"['portas', 'cristianismo']",100.0%,"Gente, sabe que jamais, né, as portas da igreja é vão ser derrubados pelo inferno porque a gente realmente tem alguém que sustenta tudo isso que é Cristo e nada pode detê-lo."
igreja,NOUN,96.7%,VERB | amod,0.1%,"['chamado', 'apaixonada']",100.0%,"Então eu faço parte desse um pouco chamado igreja e, sabendo que a igreja, ela, é um corpo, eu chamei Que várias pessoas que contribuíram, né com funções diferentes, com palavras diferentes, né com uns são né diferente para e todos, né do mesmo espírito, para poder contribuir aqui com você, para poder abençoar sua vida, para poder abençoar essa nação."
igreja,NOUN,96.7%,PROPN | amod,0.0%,['pentecostais'],100.0%,E essa igreja vem te acolhe e te apresenta um projeto que esse é que a grande questão das igrejas não Pentecostais.
igreja,NOUN,96.7%,PROPN | csubj,0.0%,['rua'],100.0%,"Então, assim é algo impressionante- 18 horas e amanhã, para quem é de BH e região que possa comparecer presencialmente, nós estaremos na Rua Capim Branco 83, Vista Alegre, BH, onde eu nasci, onde eu cresci, onde é a minha igreja, Comunidade Evangélica graça e paz."
igreja,NOUN,96.7%,PRON | advcl,0.0%,['todos'],100.0%,"Então nós vamos abrir as portas da nossa igreja para você que está aí, né nesse, nesse mesmo propósito, e nós vamos colocar amanhã a Bola de Neve e depois iremos descer, estaremos ali com todos, ali na igreja, e nós vamos orar por cada estado, é desse, desse país."
igreja,NOUN,96.7%,NUM | nummod,0.0%,['13'],100.0%,"Deus é Amor na extensão que nós temos hoje como uma igreja nível mundo de 80 países, então 13 mil igrejas no Brasil."
igreja,NOUN,96.7%,PROPN | obl,0.0%,['música'],100.0%,"Eu me lembro, expulso da igreja, [Música] uma igreja, as pessoas não estavam entendendo muito bem, a minha vida tava começando e passou, me mandou embora, e eu tava meio perdido assim, né, sem saber para onde."
igreja,NOUN,96.7%,ADJ | xcomp,0.0%,['entubado'],100.0%,"A igreja é hospital, aí o cara se interna para entrar em coma, aí fica entubado na igreja, nunca cresce, nunca avança, nunca santifica, por isso nunca ora."
igreja,NOUN,96.7%,SCONJ | ROOT,0.0%,['viu'],100.0%,Viu a nossa igreja daqui.
igreja,NOUN,96.7%,NOUN | iobj,0.0%,['benção'],100.0%,Ele vai te dar graça para você ser uma benção na sua igreja.
igreja,NOUN,96.7%,ADV | mark,0.0%,['assim'],100.0%,"E aí eu contei toda a história para ele e assim, isso mudou toda a nossa história, assim como igreja."
igreja,NOUN,96.7%,VERB | obl,0.0%,['partir'],100.0%,"Levanta uma geração para não a partir da nossa nação, a partir das nossas igrejas."
igreja,NOUN,96.7%,ADV | amod,0.0%,['quebrante'],100.0%,"Eu oro para que a tua igreja quebrante, Jesus."
igreja,NOUN,96.7%,PRON | case,0.0%,['do'],100.0%,"Né você, como a carreira crescendo, ganhando dinheiro, de repente recomeçar porque dentro do da Igreja Católica, enfim da música católica, não nos conhecidos do zero."
igreja,NOUN,96.7%,AUX | conj,0.0%,['é'],100.0%,"E boa parte desses homens, mulheres, depois de 300 anos fugindo e congregando em igrejas clandestinas, em pequenas células, já somavam 280 mil pessoas na Europa, é, em igreja, durante 300 anos antes de Lutero."
igreja,NOUN,96.7%,SCONJ | case,0.0%,['para'],100.0%,"é sempre uma mãe, é sempre uma avó né que tá ali orando, que tem um depósito de oração, que leva os filhos para, para a igreja."
igreja,NOUN,96.7%,CCONJ | dep,0.0%,['né'],100.0%,"Hoje nós temos dois convidados: que o pastor Marcos Sales, que é daquela música, né, a igreja, né?"
igreja,NOUN,96.7%,AUX | aux,0.0%,['tem'],100.0%,"Então, e a igreja sempre tem que ser nós, nós não podemos nos ficar lá."
igreja,NOUN,96.7%,AUX | acl:relcl,0.0%,['ia'],100.0%,"Só que ele é um cara meio Rebelde, era uma pessoa que ia na igreja, mas depois saía antes do apelo ali, né."
igreja,NOUN,96.7%,VERB | aux,0.0%,['tá'],100.0%,"E assim, o que que a igreja tá de fato formando para poder influenciar o mundo?"
igreja,NOUN,96.7%,NUM | nsubj,0.0%,['um'],100.0%,"E a igreja, né, é um, é um local de influência, né, querendo ou não."
igreja,NOUN,96.7%,CCONJ | parataxis,0.0%,['né'],100.0%,"É a igreja católica, juntamente com a igreja, né, evangélica, cristã em geral, construiu a civilização ocidental."
igreja,NOUN,96.7%,NOUN | flat:name,0.0%,['paz'],100.0%,"A fiz uma campanha limpa, uma campanha digna, sem utilizar dinheiro público, com amigos, família, com apoio do maior movimento conservador de Minas Gerais, direita Minas, o nosso Presidente, Jair Messias bolsonaro da Igreja Graça e paz."
igreja,NOUN,96.7%,PRON | amod,0.0%,['dele'],100.0%,"Igreja dele de questão, dia de como é que fala de doutrina."
igreja,NOUN,96.7%,DET | appos,0.0%,['aqueles'],100.0%,"Mas isto é pra igreja que um dia experimentou a salvação, aqueles que experimentaram a salvação, o calor do Espírito Santo, a chegada do Espírito Santo, o convencimento do pecado, da justiça e do juízo pelo Espírito Santo e que por algum momento se esfriaram na fé e vão permitir que a Santificação vai se esvair e a iniquidade aumentando dentro de suas vidas."
igreja,NOUN,96.7%,NUM | obj,0.0%,['uma'],100.0%,"E aqui tem uma da igreja que muitas vezes terceirização, porque nós entregamos para os ministérios de oração da igreja oração e de vez em quando a gente faz orações espontâneas, mas a Bíblia nunca nos falou sobre isso."
igreja,NOUN,96.7%,ADJ | nmod,0.0%,['primeiro'],100.0%,"Né a igreja vai ficar assustada com nada, com nada melhores momentos que a igreja, que a igreja avançou nos piores momentos, aos olhos naturais, foi o governo de Roma para igreja do primeiro, segundo século ali foram coisas terríveis ali para igreja."
igreja,NOUN,96.7%,CCONJ | ROOT,0.0%,['né'],100.0%,"As igrejas hoje, né, grande parte das igrejas têm tantas distrações, tantas coisas que eu fico imaginando."
igreja,NOUN,96.7%,NUM | appos,0.0%,['5'],100.0%,"Inclusive era, meu pai saiu junto comigo de casa, inclusive, porque 5 horas da manhã tem oração na nossa igreja, 5 da manhã até a festa, um período de cinco a seis, depois seis a sete."
igreja,NOUN,96.7%,SCONJ | dep,0.0%,['que'],100.0%,"Deus fiéis orem pelos seus pastores e que Deus, o corpo do Senhor, e nós estamos aqui pedindo isso- fortalece o corpo a Deus que a nós, que a tua igreja."
igreja,NOUN,96.7%,PROPN | advcl,0.0%,['cristã'],100.0%,"Mas nós não olhamos eles porque nós acreditamos que um Paulo que era perseguidor da igreja e se tornou defensor maior da igreja, doando a sua vida, sofrendo, sendo espancado na sua entrada, perseguido a apedrejado, passando por naufrágio, prisões por causa da igreja, nós acreditamos- e o que foi na vida de Paulo pode acontecer na vida de um deputado, de um senador, de um ministro, de um líder do Judiciário- que hoje a igreja foi Cristã."
igreja,NOUN,96.7%,ADP | amod,0.0%,['nessa'],100.0%,Você consegue distanciar as pessoas igual essa quarentena presente para fazer eu tô até mesmo as igrejas nessa.
senhor,NOUN,54.2%,DET | det,18.4%,"['o', 'os', 'nosso', 'meus', 'meu', 'do', 'um', 'seu', 'esse', 'a']",99.4%,"Oramos pedindo pelo teu perdão e declaramos que o tempo de refrigério virá, o coração dessa nação, virá a alma dessa nação, porque nós declararemos, como alguém declarou há pouco nessa Live, que teve um encontro com o Senhor Jesus."
senhor,NOUN,54.2%,PUNCT | punct,17.5%,"[',', '.', '?', '“', ':', ';', '""', ""'"", '”', 'né']",99.9%,"O senhor está procurando almas e nós aqui, que somos teus filhos, que acreditamos no teu poder, na tua graça, na tua misericórdia, no teu cuidado, nós queremos, senhor, estar aqui, sim, ajudando a construir os muros de Jerusalém, para que o templo senhor, onde o senhor vai ser adorado, senhor, seja novamente senhor, reconstruído nos nossos corações, porque o Senhor é o chefe das nossas vidas."
senhor,NOUN,54.2%,VERB | ROOT,10.7%,"['tem', 'possa', 'sabe', 'venha', 'oramos', 'disse', 'falou', 'diz', 'quero', 'traga']",21.9%,"O senhor está procurando almas e nós aqui, que somos teus filhos, que acreditamos no teu poder, na tua graça, na tua misericórdia, no teu cuidado, nós queremos, senhor, estar aqui, sim, ajudando a construir os muros de Jerusalém, para que o templo senhor, onde o senhor vai ser adorado, senhor, seja novamente senhor, reconstruído nos nossos corações, porque o Senhor é o chefe das nossas vidas."
senhor,NOUN,54.2%,ADP | case,7.9%,"['do', 'ao', 'com', 'para', 'no', 'pelo', 'pro', 'perante', 'como', 'aos']",95.1%,"Oramos pedindo pelo teu perdão e declaramos que o tempo de refrigério virá, o coração dessa nação, virá a alma dessa nação, porque nós declararemos, como alguém declarou há pouco nessa Live, que teve um encontro com o Senhor Jesus."
senhor,NOUN,54.2%,VERB | acl:relcl,4.4%,"['tem', 'venha', 'possa', 'disse', 'fez', 'faz', 'feito', 'deu', 'diz', 'fazer']",25.1%,"Pai, dê-nos também uma visão Ampla, espiritual, para que não tenhamos inveja da promessa que o senhor entregou para, para alguém que nós possamos, ó Deus, é viver as tuas promessas como algo padronizado, como algo específico, como algo que o senhor está mandando para cada um de nós, afinal de contas."
senhor,NOUN,54.2%,NOUN | nmod,3.6%,"['presidente', 'nome', 'pai', 'exércitos', 'vida', 'nação', 'igreja', 'ministro', 'presença', 'dia']",44.5%,"Sim, senhor presidente, senhoras e senhores deputados, eu creio que nós iniciamos o trabalho dessa comissão e eu quero parabenizar a todos que aqui estão dando qu para que ela funcione, que é uma das mais importantes comissões da casa, com a afirmação de qual deve ser o seu desafio."
senhor,NOUN,54.2%,VERB | advcl,3.1%,"['disse', 'tem', 'pedindo', 'poder', 'venha', 'dê', 'abençoe', 'louvar', 'faça', 'falando']",17.8%,"Afinal de contas, quando você olha a sua contundência com relação ao dia 8- e de fato quem errou tem que ser punido, mas um cidadão comum brasileiro, ele pesquisa lá suas declarações, por exemplo no Twitter, né uma, uma, uma mídia que o senhor gosta de falar, e gostaria que o senhor prestasse atenção, porque eu prestei atenção no senhor."
senhor,NOUN,54.2%,NOUN | nsubj,2.5%,"['presidente', 'pai', 'palavra', 'deputados', 'senhor', 'nome', 'olhos', 'deputado', 'nação', 'mão']",59.7%,"Sim, senhor presidente, senhoras e senhores deputados, eu creio que nós iniciamos o trabalho dessa comissão e eu quero parabenizar a todos que aqui estão dando qu para que ela funcione, que é uma das mais importantes comissões da casa, com a afirmação de qual deve ser o seu desafio."
senhor,NOUN,54.2%,VERB | ccomp,2.4%,"['tem', 'possa', 'pode', 'venha', 'faça', 'disse', 'abençoe', 'diz', 'fez', 'quer']",28.0%,"Afinal de contas, quando você olha a sua contundência com relação ao dia 8- e de fato quem errou tem que ser punido, mas um cidadão comum brasileiro, ele pesquisa lá suas declarações, por exemplo no Twitter, né uma, uma, uma mídia que o senhor gosta de falar, e gostaria que o senhor prestasse atenção, porque eu prestei atenção no senhor."
